"Rank","player","Hall_Rating","Avg_BPM","Position","Minutes","Games","Seasons","Teams","player_id"
1003,"Randy Breuer",0.838066836914851,-1.82233514726302,"C",13369,741,11,4,"breuera01"
1004,"Wendell Ladner",0.837599941933506,-4.87686893778252,"SF",8601,340,5,5,"ladnewe01"
1005,"Ed Ratleff",0.832403110392352,-0.817160971805281,"SF",8724,346,5,1,"ratleed01"
1006,"Ben Warley",0.831098624053517,-5.03972192649203,"SF",8542,456,8,6,"warlebe01"
1007,"Jackie Moreland",0.828451447444047,-0.929659465603552,"PF",14669,624,8,2,"morelja01"
1008,"Clint Capela",0.827136449594412,0.869463236845887,"C",469,43,2,1,"capelca01"
1009,"Larry Drew",0.826835153175358,-2.30825155179975,"PG",18663,745,10,5,"drewla01"
1010,"Anthony Peeler",0.82585120921568,-1.50801011359493,"SG",21881,884,13,5,"peelean01"
1011,"Dave Stallworth",0.822449586876285,-1.29099994928714,"SF",11073,562,8,3,"stallda01"
1012,"Khris Middleton",0.814522692314516,-1.30591745956348,"SF",6003,207,4,2,"middlkh01"
1013,"Bill Melchionni",0.813721308859357,-3.26010989506173,"PG",18117,701,9,2,"melchbi01"
1014,"Larry McNeill",0.809079080543818,-0.13860819375893,"PF",5218,309,6,6,"mcneila01"
1015,"Clint Richardson",0.807742020716597,-1.89957932209735,"SG",13205,658,8,2,"richacl01"
1016,"Nikola Mirotic",0.803780236440619,-0.274862081107849,"PF",2121,105,2,1,"mirotni01"
1017,"Blue Edwards",0.803308896668844,-1.53563712526418,"SF",19131,738,10,5,"edwarbl01"
1018,"Wayne Cooper",0.800900381889755,-1.49494645803838,"C",21550,1058,14,5,"coopewa01"
1019,"Fred Jones",0.800616524853342,-1.19347205595732,"SG",10963,463,7,5,"jonesfr01"
1020,"Kevin Grevey",0.798689534162484,-2.0561759124548,"SF",16871,742,10,2,"greveke01"
1021,"Ed Conlin",0.794715056583256,-3.66112188028495,"SG",12057,521,7,3,"conlied01"
1022,"Frank Card",0.780667607097532,-1.0646318129756,"SF",7239,323,5,5,"cardfr01"
1023,"John Henson",0.77584718532645,-1.58342075376598,"C",4225,219,4,1,"hensojo01"
1024,"Dante Cunningham",0.772380679958211,-0.468891275398417,"PF",9249,462,7,5,"cunnida01"
1025,"Mike McGee",0.77039049284079,-2.8176422660588,"SF",10109,588,9,5,"mcgeemi01"
1026,"Mel Hutchins",0.768778650122853,-2.05279677796257,"PF",17598,464,7,3,"hutchme01"
1027,"Herb Williams",0.766659076730632,-2.31544158523628,"C",29022,1159,18,4,"willihe01"
1028,"Sasha Vujacic",0.761915089025486,-2.78370384664171,"SG",8744,554,9,4,"vujacsa01"
1029,"Ime Udoka",0.758032299220047,-2.03471981473612,"SF",6051,337,7,5,"udokaim01"
1030,"Shelvin Mack",0.756442187974408,-1.96333222582261,"PG",3820,250,5,3,"macksh01"
1031,"Phil Jordon",0.755005314880991,-1.96335173733008,"C",11035,458,7,4,"jordoph01"
1032,"Mike Butler",0.753463926605877,-0.477792025851269,"SG",4868,266,4,2,"butlemi01"
1033,"Ricky Sobers",0.753395262527426,-1.59689801450276,"SG",23867,850,11,5,"soberri01"
1034,"Don Kojis",0.74903246150463,-1.35592698938275,"SF",19599,827,12,6,"kojisdo01"
1035,"Al Skinner",0.74876858888974,-2.07632576781128,"SG",7658,356,6,5,"skinnal01"
1036,"Devean George",0.74847962045433,-1.94949124587237,"SF",13161,716,11,3,"georgde01"
1037,"Marlbert Pradd",0.739944281889315,1.93582803833294,"SG",505,92,2,1,"praddma01"
1038,"Samaki Walker",0.733531234400933,-3.48560024505893,"PF",8109,493,10,6,"walkesa01"
1039,"Randolph Mahaffey",0.730856257398459,-0.287635288812075,"PF",9827,330,4,3,"mahafra01"
1040,"Ernie Beck",0.730444114336967,-1.76262498514365,"SG",7571,395,7,3,"becker01"
1041,"Harold Pressley",0.726615140296972,-0.738561123584814,"SF",6802,299,4,1,"pressha01"
1042,"Jim Washington",0.725360180903547,-1.53309699749621,"PF",23774,816,11,5,"washiji01"
1043,"Markieff Morris",0.724993118867196,-1.39919360194306,"PF",8083,319,5,1,"morrima02"
1044,"Gerald Govan",0.72444237591517,-1.75002613460889,"C",24855,747,9,4,"govange01"
1045,"Willard Sojourner",0.72261417978811,0.654789632464863,"C",5011,341,4,2,"sojouwi01"
1046,"Sam Smith",0.721947071139895,-3.28440226844595,"SF",7198,287,4,3,"smithsa01"
1047,"Tim Perry",0.720523732361414,-1.21795662104009,"PF",9738,504,8,3,"perryti01"
1048,"Luther Head",0.71948252860961,-3.09450225925527,"SG",7982,360,6,4,"headlu01"
1049,"Mervin Jackson",0.719409122711506,-2.01485226310912,"PG",8281,308,5,3,"jacksme01"
1050,"Gary Brokaw",0.717166614521221,-0.566967829906769,"SG",4876,247,4,3,"brokaga01"
1051,"Earl Boykins",0.717045148842062,-1.12910109385963,"PG",13377,667,13,10,"boykiea01"
1052,"Tim Bassett",0.714714466857149,-2.33474489612188,"PF",11822,497,7,5,"basseti01"
1053,"George Lee",0.713952834442651,4.85003025824966,"SF",5410,318,7,2,"leege01"
1054,"Si Green",0.713212807611118,-1.74543402059021,"PG",11855,474,8,6,"greensi01"
1055,"Matt Guokas",0.711884183228699,-1.43941406168962,"SG",17675,795,10,7,"guokama02"
1056,"T.J. Ford",0.711741693127328,-0.940959601685779,"PG",12318,447,8,4,"fordtj01"
1057,"Alan Henderson",0.711371664661806,-1.54930264254281,"PF",14292,688,12,4,"hendeal01"
1058,"Devin Brown",0.709683037535431,-3.6276308104135,"SG",9339,498,8,7,"brownde02"
1059,"Ed Manning",0.706522359081915,-2.37984400103502,"SF",10687,629,9,6,"mannied01"
1060,"Speedy Claxton",0.70152782694769,-2.87316761689175,"PG",8926,364,7,6,"claxtsp01"
1061,"Mel Peterson",0.694549683400217,0.962106980252258,"G-F",2474,152,4,3,"peterme01"
1062,"Al Ferrari",0.693055889824955,-1.44845435607679,"SG",8318,404,6,2,"ferraal01"
1063,"James Singleton",0.690621634468306,-0.937541891421914,"PF",3306,259,5,3,"singlja01"
1064,"Don Collins",0.683854476620177,-1.86523867761882,"SG",6285,311,6,4,"collido02"
1065,"Kevin Kunnert",0.681696269136864,-1.50859005738526,"C",12719,578,9,4,"kunneke01"
1066,"Chris Dudley",0.679971127381737,-4.08735052575944,"C",17146,945,16,5,"dudlech02"
1067,"Shandon Anderson",0.673090128743919,-2.2008106918444,"SG",17221,793,10,4,"andersh01"
1068,"George Ratkovicz",0.669498657624307,-2.17146258698371,"PF",5922,221,4,3,"ratkoge01"
1069,"Mike Sanders",0.665964687885518,-1.08421847349735,"SF",13508,715,11,4,"sandemi01"
1070,"Keith Bogans",0.665457317540743,-1.74867320208823,"SG",15205,707,11,9,"boganke01"
1071,"Jan Van Breda Kolff",0.665207300363091,-0.883471883405225,"SF",14247,624,9,5,"vanbrja01"
1072,"Ramon Sessions",0.663226148345936,-1.3896958764602,"PG",14027,563,9,7,"sessira01"
1073,"Scott May",0.660846578454458,-1.72374165221609,"SF",8176,362,7,3,"maysc01"
1074,"Howard Eisley",0.660531384009576,-2.9088178428922,"PG",17433,874,12,8,"eisleho01"
1075,"Rich Niemann",0.660158880593512,-0.848353019783248,"C",2975,192,4,6,"niemari01"
1076,"Matt Bullard",0.659823807876902,-0.13190350061091,"PF",9244,650,11,3,"bullama01"
1077,"Eddie Miller",0.657654918288648,-3.30725747636004,"C",3768,144,2,2,"milleed01"
1078,"Mahmoud Abdul-Rauf",0.656188981869623,-2.7892142355754,"PG",16043,601,9,3,"abdulma02"
1079,"Langston Galloway",0.655318874819699,1.28234798190836,"PG",1825,59,2,1,"gallola01"
1080,"Bob Harrison",0.654058637816101,-3.01656543399514,"SG",11987,455,7,4,"harribo02"
1081,"Darwin Cook",0.651805713356003,-2.65546411568103,"PG",14681,637,8,4,"cookda01"
1082,"John Crotty",0.650846420279946,1.74845046217486,"PG",6064,513,11,7,"crottjo01"
1083,"Ron Brewer",0.649585076074119,-3.18893806488699,"SG",13303,517,8,6,"brewero01"
1084,"Allan Bristow",0.649181536505517,-0.720543701296173,"SF",14498,722,10,5,"bristal01"
1085,"Richard Dumas",0.647464081658658,-6.66129402640643,"SF",2730,128,3,2,"dumasri02"
1086,"Franklin Edwards",0.647196094056632,-1.36845890489286,"PG",4569,317,7,3,"edwarfr01"
1087,"Steve Bracey",0.641721338920011,1.7889166919051,"PG",2990,197,3,2,"bracest01"
1088,"Ervin Inniger",0.637777324622654,-0.81007641187516,"SG",2841,119,2,2,"inniger01"
1089,"Joe Barry Carroll",0.635058471530336,-2.27403277392526,"C",23349,724,10,5,"carrojo01"
1090,"Jack Kerris",0.634924584271723,-2.64024768728248,"PF",3666,139,2,2,"kerrija01"
1091,"Jim Barnes",0.633241692519767,-1.61036402480081,"PF",9655,465,7,5,"barneji01"
1092,"Chris Duhon",0.625038490751575,-0.543350454724212,"PG",16121,635,9,4,"duhonch01"
1093,"Roderick McDonald",0.624024801554231,1.34140819222353,"SF",615,96,3,1,"mcdonro01"
1094,"Bill Hanzlik",0.623108176292229,-1.278739108033,"SF",16861,810,10,2,"hanzlbi01"
1095,"Chuck Mencel",0.617576654602567,-1.85221396233942,"PG",2971,149,2,1,"mencech01"
1096,"Walt Szczerbiak",0.615086084192048,3.02422978877918,"SF",598,53,1,1,"szczewa01"
1097,"Jake Voskuhl",0.614650292771938,-1.78394325117432,"C",6541,456,9,5,"voskuja01"
1098,"Jeff Green",0.614545572753339,-1.35445090598689,"SF",19417,602,8,4,"greenje02"
1099,"Kurt Nimphius",0.614163322985924,-2.48754067468358,"C",11747,589,8,5,"nimphku01"
1100,"Austin Carr",0.61278556817201,-2.40991812829978,"SG",20085,700,10,3,"carrau01"
1101,"Larry Micheaux",0.611678570732518,0.715608891226566,"PF",1019,104,2,3,"michela01"
1102,"Toby Knight",0.610467302680907,-1.95933470868157,"SF",7379,289,4,1,"knighto01"
1103,"Gerald Green",0.610050456823028,-2.02817689570915,"SF",8776,449,9,8,"greenge01"
1104,"Ken Murray",0.607913277321076,6.68749475847458,"SG",543,52,1,1,"murrake01"
1105,"Kris Humphries",0.607321368557809,-1.8835806384771,"PF",13075,718,12,7,"humphkr01"
1106,"Eddie Robinson",0.600448727183743,-1.02229916320809,"SF",5582,292,5,2,"robined01"
1107,"Kevin Loughery",0.598149066260824,-6.17898940630441,"SG",23384,798,11,3,"loughke01"
1108,"Anthony Morrow",0.597692473955854,-1.7701306615395,"SG",10849,460,8,6,"morroan01"
1109,"Kelly Olynyk",0.597176816327949,0.609846414124303,"C",3088,150,3,1,"olynyke01"
1110,"Reggie Jordan",0.596499313261944,0.922202418187404,"SG",1750,198,6,5,"jordare01"
1111,"Larry Spriggs",0.593557672234949,3.07172017249489,"SF",2499,199,5,3,"sprigla01"
1112,"Paul Mokeski",0.593313217524088,-1.16657072164626,"C",10554,763,12,5,"mokespa01"
1113,"Marc Iavaroni",0.593183945165055,-4.29254308731307,"PF",9092,574,7,3,"iavarma01"
1114,"Lloyd Neal",0.592200404178095,-2.60988584531576,"PF",11268,457,7,1,"nealll01"
1115,"Edgar Jones",0.589272582914911,-0.13830905942901,"PF",7198,378,6,4,"jonesed01"
1116,"Marcus Thornton",0.586579324102082,-1.8054840609946,"SG",10055,411,7,6,"thornma01"
1117,"Dudley Bradley",0.586185747513237,-3.13607836839553,"SG",10404,630,9,7,"bradldu01"
1118,"Kevin Williams",0.576406086291908,-2.54513663492772,"SG",3279,281,5,5,"willike01"
1119,"Linas Kleiza",0.573792496931967,-1.68438807098522,"SF",8597,435,7,2,"kleizli01"
1120,"Rick Robey",0.573504636169108,-2.60369877755318,"C",9434,546,8,3,"robeyri01"
1121,"J.J. Hickson",0.570600074042219,-1.7550792242411,"C",11773,522,8,4,"hicksjj01"
1122,"Tom Henderson",0.570014229250834,-1.66311960301851,"PG",20054,730,9,3,"hendeto01"
1123,"Jason Hart",0.570009117352226,-3.21798139527864,"PG",5428,364,9,9,"hartja01"
1124,"Luc Mbah a Moute",0.568699638458916,-1.08960626098651,"PF",11694,487,8,5,"mbahalu01"
1125,"Walter McCarty",0.565807443163418,-1.02324818123013,"PF",11116,639,10,4,"mccarwa01"
1126,"Kenny Williams",0.560825589358161,1.15047810219164,"SF",3023,277,4,1,"willike03"
1127,"Charlie Villanueva",0.560219782945181,-0.889663682080997,"PF",13117,611,11,4,"villach01"
1128,"Ken Norman",0.557204671245641,-2.02554063326388,"SF",19382,659,10,3,"normake01"
1129,"Charlie Criss",0.556075949112439,-1.73681631614421,"PG",9392,443,8,3,"crissch01"
1130,"Ron Lee",0.5515651254401,-2.44020388870936,"PG",9627,450,6,4,"leero01"
1131,"Russ Lee",0.55153958595556,5.0769338127968,"SF",607,108,3,2,"leeru01"
1132,"Lawrence Funderburke",0.548696929594701,-1.79856040484472,"PF",4871,344,7,2,"fundela01"
1133,"Eric Gordon",0.546253100195531,-0.952633299837152,"SG",13317,390,8,3,"gordoer01"
1134,"Anthony Tolliver",0.544789399031668,-1.81499767160183,"PF",7901,405,8,8,"tollian01"
1135,"Rod Thorn",0.54345838719783,-1.00855630931731,"SG",10651,485,8,4,"thornro01"
1136,"Steve Scheffler",0.543209503813923,3.20390253365268,"C",972,193,7,4,"schefst01"
1137,"Frank Selvy",0.543151824229594,-1.55796123232627,"SG",13848,546,8,5,"selvyfr01"
1138,"Ryan Bowen",0.542909816182634,-1.87452638805678,"SF",6674,528,10,4,"bowenry01"
1139,"Manny Leaks",0.537922845567432,-2.99296633456289,"C",13252,467,6,8,"leaksma01"
1140,"Nate DeLong",0.536944122617692,9.00534873720922,"C",132,17,1,1,"delonna01"
1141,"Derrek Dickey",0.536702104727999,-1.29284006391196,"PF",5775,348,5,2,"dickede01"
1142,"Archie Dees",0.535745617984355,-1.44646491462625,"PF",2822,171,3,2,"deesar01"
1143,"DerMarr Johnson",0.526933929435368,-2.68030814759883,"SF",6059,354,7,4,"johnsde03"
1144,"Will Barton",0.52470112517167,-1.42401541233012,"SG",2719,193,4,2,"bartowi01"
1145,"Calvin Booth",0.516989567659581,-0.0487634452429845,"C",4632,377,10,7,"boothca01"
1146,"Leo Barnhorst",0.515685994312062,0.402301519589082,"SF",5439,145,3,2,"barnhle01"
1147,"Shaun Livingston",0.514354427767772,-1.79851514691017,"PG",13515,602,11,9,"livinsh01"
1148,"Ollie Darden",0.51342311786049,-1.27828854075616,"PF",4994,241,3,3,"dardeol01"
1149,"Maurice Stokes",0.503614792922217,-0.582525510964135,"PF",7583,203,3,2,"stokema01"
1150,"Duane Ferrell",0.499861212578565,-2.70097469360236,"SF",9202,617,11,3,"ferredu01"
1151,"Eddie Miles",0.499747719990705,-2.68049015004698,"SG",15958,625,9,3,"milesed01"
1152,"Carlos Rogers",0.499722908278467,-0.623773923262414,"PF",5654,298,8,5,"rogerca01"
1153,"Brad Lohaus",0.499477594122009,-2.19396396350018,"PF",10602,676,11,8,"lohaubr01"
1154,"Al Harrington",0.499260983186883,-2.68608828507996,"PF",29133,1036,16,7,"harrial01"
1155,"John Thompson",0.498806095744706,-2.40602127237924,"C",803,80,2,1,"thompjo01"
1156,"Bill Hosket",0.498570293141926,0.659358984097158,"PF",1446,152,4,2,"hoskebi01"
1157,"Harvey Grant",0.497258129960613,-1.89836105541571,"PF",20923,802,11,4,"grantha01"
1158,"Mike Farmer",0.497021933477431,-3.22467628364877,"SF",9240,448,7,3,"farmemi01"
1159,"Bob Brannum",0.49656440283224,-3.34749369944693,"PF",7068,301,4,1,"brannbo01"
1160,"Jason Collins",0.495408843691259,-3.00067917740448,"C",17008,830,13,7,"collija04"
1161,"Mario Bennett",0.494769379694309,-10.6969716782301,"PF",624,74,4,4,"bennema01"
1162,"Lee Shaffer",0.492567808511841,-2.38756102871124,"SF",5875,209,3,2,"shaffle01"
1163,"Scott Brooks",0.492230624563468,-0.73190350061091,"PG",9592,714,10,6,"brooksc01"
1164,"C.J. Miles",0.490799004137134,-2.02225561409331,"SG",12383,608,11,3,"milescj01"
1165,"Wilbur Holland",0.484418848270697,-1.37389104083902,"SG",8255,279,4,2,"hollawi01"
1166,"Shellie McMillon",0.481663141989507,-1.67149173088443,"SF",5145,272,4,2,"mcmilsh01"
1167,"Gary Keller",0.481383346532271,0.584538201835782,"C",1913,138,2,2,"kellega01"
1168,"Darvin Ham",0.477752048661085,-1.24077629951362,"SF",5586,472,8,6,"hamda01"
1169,"Donald Royal",0.477429729326736,-4.24615920098299,"SF",8866,540,8,5,"royaldo01"
1170,"Randy Wittman",0.475848588880133,-2.45251937057269,"SG",12699,581,9,3,"wittmra01"
1171,"Mel Payton",0.475767945242458,1.16049780427719,"SF",1949,116,2,2,"paytome01"
1172,"Bobby Lloyd",0.473310221284776,0.343802408186461,"PG",2353,125,2,2,"lloydbo01"
1173,"Clyde Lee",0.473296082528463,-1.76281825109953,"C",21283,793,10,4,"leecl01"
1174,"Festus Ezeli",0.469462624586788,0.175099176572868,"C",2237,171,3,1,"ezelife01"
1175,"Larry Krystkowiak",0.469101562527783,-1.96856668393088,"PF",9624,440,10,6,"krystla01"
1176,"Mike Glenn",0.466523796502645,-0.850007897073643,"SG",9912,615,10,4,"glennmi01"
1177,"Danny Fortson",0.465563723094751,-2.04695116874256,"PF",8937,451,10,5,"fortsda01"
1178,"Dave Budd",0.465381651922372,-0.96318284350751,"SF",6389,353,5,1,"buddda01"
1179,"Francisco Garcia",0.462653586748692,-1.11515975132212,"SF",12080,563,10,2,"garcifr01"
1180,"Andrew DeClercq",0.460857596384115,-2.02239473964334,"C",10014,600,10,4,"declean01"
1181,"Dwight Powell",0.45873123448141,-1.15898614438963,"PF",540,45,2,2,"poweldw01"
1182,"Al Tucker",0.457433314246651,0.515389736361714,"PF",7699,365,5,5,"tuckeal01"
1183,"Dick Garrett",0.456556711694687,-3.74633745018606,"SG",9370,365,5,4,"garredi01"
1184,"Michael Brooks",0.45535221843433,-0.664246327613295,"SF",9383,323,6,3,"brookmi01"
1185,"Wayman Tisdale",0.454933352487146,-2.55786694819744,"PF",24249,862,12,3,"tisdawa01"
1186,"Robert Hawkins",0.454892657564399,3.17488132211547,"SG",2017,108,4,4,"hawkiro01"
1187,"Bruce Spraggins",0.452088643588696,1.11913264224221,"SF",1590,70,1,1,"spragbr01"
1188,"Alexis Ajinca",0.44876021792302,-0.817433300541831,"C",2629,211,6,4,"ajincal01"
1189,"Adonal Foyle",0.448131686353743,-4.29270906120969,"C",13081,741,12,3,"foylead01"
1190,"Jeremy Lin",0.444418232023494,-1.35867923512826,"PG",8391,314,6,5,"linje01"
1191,"Omer Asik",0.444408143050458,-1.1926792353903,"C",8210,398,6,3,"asikom01"
1192,"Tyrone Nesby",0.44158315168152,-1.89033890492759,"SF",6659,255,4,2,"nesbyty01"
1193,"Bob Christian",0.438946551001546,-3.54373098051222,"C",3057,254,5,4,"chrisbo01"
1194,"Mike Dunleavy",0.437130191863476,-2.239191157118,"PG",9656,505,11,4,"dunlemi01"
1195,"Nathaniel Clifton",0.436940956090189,-2.60674802456567,"PF",15545,518,7,2,"cliftna01"
1196,"Jerry Fleishman",0.435756982750055,3.25388943622771,"G-F",908,35,1,2,"fleisje01"
1197,"George Stone",0.434477528328713,-1.55980979530354,"SF",8101,294,4,3,"stonege01"
1198,"Terry Driscoll",0.433674771678774,1.1981786755773,"PF",3679,290,5,4,"driscte01"
1199,"Nick Weatherspoon",0.430655980758696,-2.20659065457579,"SF",10395,484,7,5,"weathni01"
1200,"Ben Poquette",0.429271301108156,-0.565930193783784,"PF",15854,722,10,4,"poquebe01"
1201,"Ron Behagen",0.427784410311837,-6.43015018369027,"PF",9253,396,7,9,"behagro01"
1202,"Chuck Cooper",0.427289137504542,-2.73771777384949,"SF",8454,367,5,4,"coopech01"
1203,"Brian Skinner",0.425556167322576,-3.74517310240472,"PF",11110,629,14,8,"skinnbr01"
1204,"Mike Bratz",0.424422577988036,-3.53146323960917,"PG",11279,623,9,6,"bratzmi01"
1205,"Jerome James",0.42392482125195,-3.96099469414049,"C",5140,375,9,3,"jamesje01"
1206,"Robert Pack",0.423587155097056,-3.90378828397983,"PG",11898,585,13,7,"packro01"
1207,"Steven Adams",0.422622591263876,0.581849139360936,"C",3637,183,3,1,"adamsst01"
1208,"Ron Anderson",0.421281421038185,-2.46133639654354,"SF",15733,691,10,5,"anderro01"
1209,"Ed Fleming",0.42054005934467,-1.13768894157605,"SG",6364,305,5,2,"flemied01"
1210,"Al Masino",0.419851210379114,1.83207436080947,"PG",2050,112,2,3,"masinal01"
1211,"Travis Knight",0.419446083335158,-4.03228241358828,"C",4718,398,7,3,"knightr01"
1212,"Jack Haley",0.417188061800077,-4.75576792609684,"PF",3331,355,9,4,"haleyja01"
1213,"Aaron Brooks",0.417094374512631,-2.34909633227465,"PG",12097,526,8,5,"brookaa01"
1214,"Tom Marshall",0.415024964674972,-3.35731009303278,"SF",2670,173,4,3,"marshto01"
1215,"Sherwin Raiken",0.414422057163236,-1.70822406172907,"G",82,10,1,1,"raikesh01"
1216,"Rodney Stuckey",0.414070397659165,-1.05663811851697,"PG",16603,583,9,2,"stuckro01"
1217,"Eddie Mast",0.413916328989825,0.964819221396458,"PF",930,128,3,2,"masted01"
1218,"Slick Leonard",0.413193382213206,-4.38080132489359,"PG",12556,460,7,4,"leonasl01"
1219,"Jodie Meeks",0.413004994231957,-2.46787553609725,"SG",10370,436,7,4,"meeksjo01"
1220,"Gene Conley",0.406600837536097,-2.00137746991637,"PF",6273,384,6,2,"conlege01"
1221,"Cliff Robinson",0.405357148243592,-1.11128509838345,"PF",19746,646,11,6,"robincl01"
1222,"Jerry Chambers",0.404961849566048,-2.29955944973921,"SF",5294,334,6,6,"chambje01"
1223,"Eric Money",0.401982426241949,-2.81310687481625,"PG",11332,446,6,3,"moneyer01"
1224,"Othella Harrington",0.398008461359257,-2.58281778238955,"PF",14199,737,12,5,"harriot01"
1225,"Greivis Vasquez",0.396678501307134,-1.69826928898404,"PG",9764,412,6,5,"vasqugr01"
1226,"Cole Aldrich",0.394850072240085,-1.70081519377491,"C",2048,204,6,5,"aldrico01"
1227,"Melvin Turpin",0.394026342200931,-1.19517961940067,"C",6947,372,5,3,"turpime01"
1228,"Sam Mack",0.393533288054608,-2.63162220467804,"SF",5198,269,7,5,"macksa01"
1229,"Jerry Reynolds",0.393470660343546,1.20841102992856,"SF",8476,461,8,3,"reynoje01"
1230,"Mitchell Wiggins",0.389874374915814,-1.45743309746444,"SG",8644,418,6,3,"wiggimi01"
1231,"Corky Devlin",0.389528246406173,0.142080238357567,"SG",4325,221,3,2,"devlico01"
1232,"Howard Porter",0.38691534200125,-2.43099608253784,"SF",9197,493,7,4,"porteho01"
1233,"Isaiah Rider",0.385041021072949,-1.79032647783503,"SG",18604,584,9,5,"rideris01"
1234,"Dean Tolson",0.383249124943501,-6.94336262725568,"PF",703,84,3,1,"tolsode01"
1235,"Dino Radja",0.382955826152394,-1.24515599755552,"PF",7461,228,4,1,"radjadi01"
1236,"Nate Williams",0.380911198073177,-1.35987629796298,"SG",14869,642,8,4,"willina01"
1237,"Bingo Smith",0.38031626050244,-2.29684016081371,"SG",22877,883,11,3,"smithbi02"
1238,"Moochie Norris",0.376391692425588,-4.65548708752997,"PG",7647,447,9,5,"norrimo01"
1239,"Mike Muscala",0.375703216926612,-5.12684490809061,"PF",919,81,3,1,"muscami01"
1240,"Corliss Williamson",0.373716273978081,-2.2651950895498,"SF",19848,888,12,4,"willico02"
